item_uid,task,language,prompt_phrase,full_prompt
vocab__foundry,vocab,de,foundry,Welches Bild zeigt foundry?
vocab__foundry,vocab,es,foundry,¿Qué imagen muestra foundry?
vocab__pagoda,vocab,en,pagoda,Which picture shows pagoda?
vocab__pagoda,vocab,de,pagoda,Welches Bild zeigt pagoda?
vocab__pagoda,vocab,es,pagoda,¿Qué imagen muestra pagoda?
vocab__parlor,vocab,en,parlor,Which picture shows parlor?
vocab__parlor,vocab,de,parlor,Welches Bild zeigt parlor?
vocab__parlor,vocab,es,parlor,¿Qué imagen muestra parlor?
vocab__trench,vocab,en,trench,Which picture shows trench?
vocab__trench,vocab,de,trench,Welches Bild zeigt trench?
vocab__trench,vocab,es,trench,¿Qué imagen muestra trench?
vocab__turret,vocab,en,turret,Which picture shows turret?
vocab__turret,vocab,de,turret,Welches Bild zeigt turret?
vocab__turret,vocab,es,turret,¿Qué imagen muestra turret?
vocab__viaduct,vocab,en,viaduct,Which picture shows viaduct?
vocab__viaduct,vocab,de,viaduct,Welches Bild zeigt viaduct?
vocab__viaduct,vocab,es,viaduct,¿Qué imagen muestra viaduct?
vocab__sextant,vocab,en,sextant,Which picture shows sextant?
vocab__sextant,vocab,de,sextant,Welches Bild zeigt sextant?
vocab__sextant,vocab,es,sextant,¿Qué imagen muestra sextant?
vocab__spindle,vocab,en,spindle,Which picture shows spindle?
vocab__spindle,vocab,de,spindle,Welches Bild zeigt spindle?
vocab__spindle,vocab,es,spindle,¿Qué imagen muestra spindle?
vocab__filigree,vocab,en,filigree,Which picture shows filigree?
vocab__filigree,vocab,de,filigree,Welches Bild zeigt filigree?
vocab__filigree,vocab,es,filigree,¿Qué imagen muestra filigree?
vocab__obelisk,vocab,en,obelisk,Which picture shows obelisk?
vocab__obelisk,vocab,de,obelisk,Welches Bild zeigt obelisk?
vocab__obelisk,vocab,es,obelisk,¿Qué imagen muestra obelisk?
vocab__carafe,vocab,en,carafe,Which picture shows carafe?
vocab__carafe,vocab,de,carafe,Welches Bild zeigt carafe?
vocab__carafe,vocab,es,carafe,¿Qué imagen muestra carafe?
vocab__windlass,vocab,en,windlass,Which picture shows windlass?
vocab__windlass,vocab,de,windlass,Welches Bild zeigt windlass?
vocab__windlass,vocab,es,windlass,¿Qué imagen muestra windlass?
vocab__bracken,vocab,en,bracken,Which picture shows bracken?
vocab__bracken,vocab,de,bracken,Welches Bild zeigt bracken?
vocab__bracken,vocab,es,bracken,¿Qué imagen muestra bracken?
vocab__cairn,vocab,en,cairn,Which picture shows cairn?
vocab__cairn,vocab,de,cairn,Welches Bild zeigt cairn?
vocab__cairn,vocab,es,cairn,¿Qué imagen muestra cairn?
vocab__aperture,vocab,en,aperture,Which picture shows aperture?
vocab__aperture,vocab,de,aperture,Welches Bild zeigt aperture?
vocab__aperture,vocab,es,aperture,¿Qué imagen muestra aperture?
vocab__hammock,vocab,en,hammock,Which picture shows hammock?
vocab__hammock,vocab,de,hammock,Welches Bild zeigt hammock?
vocab__hammock,vocab,es,hammock,¿Qué imagen muestra hammock?
vocab__orb,vocab,en,orb,Which picture shows orb?
vocab__orb,vocab,de,orb,Welches Bild zeigt orb?
vocab__orb,vocab,es,orb,¿Qué imagen muestra orb?
vocab__alcove,vocab,en,alcove,Which picture shows alcove?
vocab__alcove,vocab,de,alcove,Welches Bild zeigt alcove?
vocab__alcove,vocab,es,alcove,¿Qué imagen muestra alcove?
vocab__lintel,vocab,en,lintel,Which picture shows lintel?
vocab__lintel,vocab,de,lintel,Welches Bild zeigt lintel?
vocab__lintel,vocab,es,lintel,¿Qué imagen muestra lintel?
vocab__mezzanine,vocab,en,mezzanine,Which picture shows mezzanine?
vocab__mezzanine,vocab,de,mezzanine,Welches Bild zeigt mezzanine?
vocab__mezzanine,vocab,es,mezzanine,¿Qué imagen muestra mezzanine?
vocab__weir,vocab,en,weir,Which picture shows weir?
vocab__weir,vocab,de,weir,Welches Bild zeigt weir?
vocab__weir,vocab,es,weir,¿Qué imagen muestra weir?
vocab__armillary,vocab,en,armillary,Which picture shows armillary?
vocab__armillary,vocab,de,armillary,Welches Bild zeigt armillary?
vocab__armillary,vocab,es,armillary,¿Qué imagen muestra armillary?
