item_uid,task,language,prompt_phrase,full_prompt
synthetic_vocab__frame,synthetic-vocab,de,frame,Welches Bild zeigt frame?
synthetic_vocab__frame,synthetic-vocab,es,frame,Que imagen muestra frame?
synthetic_vocab__almond,synthetic-vocab,en,almond,Which picture shows almond?
synthetic_vocab__almond,synthetic-vocab,de,almond,Welches Bild zeigt almond?
synthetic_vocab__almond,synthetic-vocab,es,almond,Que imagen muestra almond?
synthetic_vocab__headrest,synthetic-vocab,en,headrest,Which picture shows headrest?
synthetic_vocab__headrest,synthetic-vocab,de,headrest,Welches Bild zeigt headrest?
synthetic_vocab__headrest,synthetic-vocab,es,headrest,Que imagen muestra headrest?
synthetic_vocab__headphones,synthetic-vocab,en,headphones,Which picture shows headphones?
synthetic_vocab__headphones,synthetic-vocab,de,headphones,Welches Bild zeigt headphones?
synthetic_vocab__headphones,synthetic-vocab,es,headphones,Que imagen muestra headphones?
synthetic_vocab__clipboard,synthetic-vocab,en,clipboard,Which picture shows clipboard?
synthetic_vocab__clipboard,synthetic-vocab,de,clipboard,Welches Bild zeigt clipboard?
synthetic_vocab__clipboard,synthetic-vocab,es,clipboard,Que imagen muestra clipboard?
synthetic_vocab__puck,synthetic-vocab,en,puck,Which picture shows puck?
synthetic_vocab__puck,synthetic-vocab,de,puck,Welches Bild zeigt puck?
synthetic_vocab__puck,synthetic-vocab,es,puck,Que imagen muestra puck?
synthetic_vocab__visor,synthetic-vocab,en,visor,Which picture shows visor?
synthetic_vocab__visor,synthetic-vocab,de,visor,Welches Bild zeigt visor?
synthetic_vocab__visor,synthetic-vocab,es,visor,Que imagen muestra visor?
synthetic_vocab__scorpion,synthetic-vocab,en,scorpion,Which picture shows scorpion?
synthetic_vocab__scorpion,synthetic-vocab,de,scorpion,Welches Bild zeigt scorpion?
synthetic_vocab__scorpion,synthetic-vocab,es,scorpion,Que imagen muestra scorpion?
synthetic_vocab__keyhole,synthetic-vocab,en,keyhole,Which picture shows keyhole?
synthetic_vocab__keyhole,synthetic-vocab,de,keyhole,Welches Bild zeigt keyhole?
synthetic_vocab__keyhole,synthetic-vocab,es,keyhole,Que imagen muestra keyhole?
synthetic_vocab__cannon,synthetic-vocab,en,cannon,Which picture shows cannon?
synthetic_vocab__cannon,synthetic-vocab,de,cannon,Welches Bild zeigt cannon?
synthetic_vocab__cannon,synthetic-vocab,es,cannon,Que imagen muestra cannon?
synthetic_vocab__bowtie,synthetic-vocab,en,bowtie,Which picture shows bowtie?
synthetic_vocab__bowtie,synthetic-vocab,de,bowtie,Welches Bild zeigt bowtie?
synthetic_vocab__bowtie,synthetic-vocab,es,bowtie,Que imagen muestra bowtie?
synthetic_vocab__submarine,synthetic-vocab,en,submarine,Which picture shows submarine?
synthetic_vocab__submarine,synthetic-vocab,de,submarine,Welches Bild zeigt submarine?
synthetic_vocab__submarine,synthetic-vocab,es,submarine,Que imagen muestra submarine?
synthetic_vocab__makeup,synthetic-vocab,en,makeup,Which picture shows makeup?
synthetic_vocab__makeup,synthetic-vocab,de,makeup,Welches Bild zeigt makeup?
synthetic_vocab__makeup,synthetic-vocab,es,makeup,Que imagen muestra makeup?
synthetic_vocab__hinge,synthetic-vocab,en,hinge,Which picture shows hinge?
synthetic_vocab__hinge,synthetic-vocab,de,hinge,Welches Bild zeigt hinge?
synthetic_vocab__hinge,synthetic-vocab,es,hinge,Que imagen muestra hinge?
synthetic_vocab__peeler,synthetic-vocab,en,peeler,Which picture shows peeler?
synthetic_vocab__peeler,synthetic-vocab,de,peeler,Welches Bild zeigt peeler?
synthetic_vocab__peeler,synthetic-vocab,es,peeler,Que imagen muestra peeler?
synthetic_vocab__cardinal,synthetic-vocab,en,cardinal,Which picture shows cardinal?
synthetic_vocab__cardinal,synthetic-vocab,de,cardinal,Welches Bild zeigt cardinal?
synthetic_vocab__cardinal,synthetic-vocab,es,cardinal,Que imagen muestra cardinal?
synthetic_vocab__spool,synthetic-vocab,en,spool,Which picture shows spool?
synthetic_vocab__spool,synthetic-vocab,de,spool,Welches Bild zeigt spool?
synthetic_vocab__spool,synthetic-vocab,es,spool,Que imagen muestra spool?
synthetic_vocab__thimble,synthetic-vocab,en,thimble,Which picture shows thimble?
synthetic_vocab__thimble,synthetic-vocab,de,thimble,Welches Bild zeigt thimble?
synthetic_vocab__thimble,synthetic-vocab,es,thimble,Que imagen muestra thimble?
synthetic_vocab__showerhead,synthetic-vocab,en,showerhead,Which picture shows showerhead?
synthetic_vocab__showerhead,synthetic-vocab,de,showerhead,Welches Bild zeigt showerhead?
synthetic_vocab__showerhead,synthetic-vocab,es,showerhead,Que imagen muestra showerhead?
synthetic_vocab__ginger,synthetic-vocab,en,ginger,Which picture shows ginger?
synthetic_vocab__ginger,synthetic-vocab,de,ginger,Welches Bild zeigt ginger?
synthetic_vocab__ginger,synthetic-vocab,es,ginger,Que imagen muestra ginger?
synthetic_vocab__duster,synthetic-vocab,en,duster,Which picture shows duster?
synthetic_vocab__duster,synthetic-vocab,de,duster,Welches Bild zeigt duster?
synthetic_vocab__duster,synthetic-vocab,es,duster,Que imagen muestra duster?
synthetic_vocab__crouton,synthetic-vocab,en,crouton,Which picture shows crouton?
synthetic_vocab__crouton,synthetic-vocab,de,crouton,Welches Bild zeigt crouton?
synthetic_vocab__crouton,synthetic-vocab,es,crouton,Que imagen muestra crouton?
synthetic_vocab__racket,synthetic-vocab,en,racket,Which picture shows racket?
synthetic_vocab__racket,synthetic-vocab,de,racket,Welches Bild zeigt racket?
synthetic_vocab__racket,synthetic-vocab,es,racket,Que imagen muestra racket?
synthetic_vocab__tee,synthetic-vocab,en,tee,Which picture shows tee?
synthetic_vocab__tee,synthetic-vocab,de,tee,Welches Bild zeigt tee?
synthetic_vocab__tee,synthetic-vocab,es,tee,Que imagen muestra tee?
synthetic_vocab__overalls,synthetic-vocab,en,overalls,Which picture shows overalls?
synthetic_vocab__overalls,synthetic-vocab,de,overalls,Welches Bild zeigt overalls?
synthetic_vocab__overalls,synthetic-vocab,es,overalls,Que imagen muestra overalls?
synthetic_vocab__tortilla,synthetic-vocab,en,tortilla,Which picture shows tortilla?
synthetic_vocab__tortilla,synthetic-vocab,de,tortilla,Welches Bild zeigt tortilla?
synthetic_vocab__tortilla,synthetic-vocab,es,tortilla,Que imagen muestra tortilla?
synthetic_vocab__outlet,synthetic-vocab,en,outlet,Which picture shows outlet?
synthetic_vocab__outlet,synthetic-vocab,de,outlet,Welches Bild zeigt outlet?
synthetic_vocab__outlet,synthetic-vocab,es,outlet,Que imagen muestra outlet?
synthetic_vocab__trigger,synthetic-vocab,en,trigger,Which picture shows trigger?
synthetic_vocab__trigger,synthetic-vocab,de,trigger,Welches Bild zeigt trigger?
synthetic_vocab__trigger,synthetic-vocab,es,trigger,Que imagen muestra trigger?
synthetic_vocab__compass,synthetic-vocab,en,compass,Which picture shows compass?
synthetic_vocab__compass,synthetic-vocab,de,compass,Welches Bild zeigt compass?
synthetic_vocab__compass,synthetic-vocab,es,compass,Que imagen muestra compass?
synthetic_vocab__urinal,synthetic-vocab,en,urinal,Which picture shows urinal?
synthetic_vocab__urinal,synthetic-vocab,de,urinal,Welches Bild zeigt urinal?
synthetic_vocab__urinal,synthetic-vocab,es,urinal,Que imagen muestra urinal?
synthetic_vocab__stethoscope,synthetic-vocab,en,stethoscope,Which picture shows stethoscope?
synthetic_vocab__stethoscope,synthetic-vocab,de,stethoscope,Welches Bild zeigt stethoscope?
synthetic_vocab__stethoscope,synthetic-vocab,es,stethoscope,Que imagen muestra stethoscope?
synthetic_vocab__chandelier,synthetic-vocab,en,chandelier,Which picture shows chandelier?
synthetic_vocab__chandelier,synthetic-vocab,de,chandelier,Welches Bild zeigt chandelier?
synthetic_vocab__chandelier,synthetic-vocab,es,chandelier,Que imagen muestra chandelier?
synthetic_vocab__cashew,synthetic-vocab,en,cashew,Which picture shows cashew?
synthetic_vocab__cashew,synthetic-vocab,de,cashew,Welches Bild zeigt cashew?
synthetic_vocab__cashew,synthetic-vocab,es,cashew,Que imagen muestra cashew?
synthetic_vocab__sundial,synthetic-vocab,en,sundial,Which picture shows sundial?
synthetic_vocab__sundial,synthetic-vocab,de,sundial,Welches Bild zeigt sundial?
synthetic_vocab__sundial,synthetic-vocab,es,sundial,Que imagen muestra sundial?
synthetic_vocab__whisk,synthetic-vocab,en,whisk,Which picture shows whisk?
synthetic_vocab__whisk,synthetic-vocab,de,whisk,Welches Bild zeigt whisk?
synthetic_vocab__whisk,synthetic-vocab,es,whisk,Que imagen muestra whisk?
synthetic_vocab__organ,synthetic-vocab,en,organ,Which picture shows organ?
synthetic_vocab__organ,synthetic-vocab,de,organ,Welches Bild zeigt organ?
synthetic_vocab__organ,synthetic-vocab,es,organ,Que imagen muestra organ?
synthetic_vocab__slicer,synthetic-vocab,en,slicer,Which picture shows slicer?
synthetic_vocab__slicer,synthetic-vocab,de,slicer,Welches Bild zeigt slicer?
synthetic_vocab__slicer,synthetic-vocab,es,slicer,Que imagen muestra slicer?
synthetic_vocab__thermostat,synthetic-vocab,en,thermostat,Which picture shows thermostat?
synthetic_vocab__thermostat,synthetic-vocab,de,thermostat,Welches Bild zeigt thermostat?
synthetic_vocab__thermostat,synthetic-vocab,es,thermostat,Que imagen muestra thermostat?
synthetic_vocab__bagel,synthetic-vocab,en,bagel,Which picture shows bagel?
synthetic_vocab__bagel,synthetic-vocab,de,bagel,Welches Bild zeigt bagel?
synthetic_vocab__bagel,synthetic-vocab,es,bagel,Que imagen muestra bagel?
synthetic_vocab__jersey,synthetic-vocab,en,jersey,Which picture shows jersey?
synthetic_vocab__jersey,synthetic-vocab,de,jersey,Welches Bild zeigt jersey?
synthetic_vocab__jersey,synthetic-vocab,es,jersey,Que imagen muestra jersey?
synthetic_vocab__dumpster,synthetic-vocab,en,dumpster,Which picture shows dumpster?
synthetic_vocab__dumpster,synthetic-vocab,de,dumpster,Welches Bild zeigt dumpster?
synthetic_vocab__dumpster,synthetic-vocab,es,dumpster,Que imagen muestra dumpster?
synthetic_vocab__saxophone,synthetic-vocab,en,saxophone,Which picture shows saxophone?
synthetic_vocab__saxophone,synthetic-vocab,de,saxophone,Welches Bild zeigt saxophone?
synthetic_vocab__saxophone,synthetic-vocab,es,saxophone,Que imagen muestra saxophone?
synthetic_vocab__mascara,synthetic-vocab,en,mascara,Which picture shows mascara?
synthetic_vocab__mascara,synthetic-vocab,de,mascara,Welches Bild zeigt mascara?
synthetic_vocab__mascara,synthetic-vocab,es,mascara,Que imagen muestra mascara?
synthetic_vocab__mannequin,synthetic-vocab,en,mannequin,Which picture shows mannequin?
synthetic_vocab__mannequin,synthetic-vocab,de,mannequin,Welches Bild zeigt mannequin?
synthetic_vocab__mannequin,synthetic-vocab,es,mannequin,Que imagen muestra mannequin?
synthetic_vocab__tripod,synthetic-vocab,en,tripod,Which picture shows tripod?
synthetic_vocab__tripod,synthetic-vocab,de,tripod,Welches Bild zeigt tripod?
synthetic_vocab__tripod,synthetic-vocab,es,tripod,Que imagen muestra tripod?
synthetic_vocab__scrabble,synthetic-vocab,en,scrabble,Which picture shows scrabble?
synthetic_vocab__scrabble,synthetic-vocab,de,scrabble,Welches Bild zeigt scrabble?
synthetic_vocab__scrabble,synthetic-vocab,es,scrabble,Que imagen muestra scrabble?
synthetic_vocab__speedometer,synthetic-vocab,en,speedometer,Which picture shows speedometer?
synthetic_vocab__speedometer,synthetic-vocab,de,speedometer,Welches Bild zeigt speedometer?
synthetic_vocab__speedometer,synthetic-vocab,es,speedometer,Que imagen muestra speedometer?
synthetic_vocab__gong,synthetic-vocab,en,gong,Which picture shows gong?
synthetic_vocab__gong,synthetic-vocab,de,gong,Welches Bild zeigt gong?
synthetic_vocab__gong,synthetic-vocab,es,gong,Que imagen muestra gong?
synthetic_vocab__plunger,synthetic-vocab,en,plunger,Which picture shows plunger?
synthetic_vocab__plunger,synthetic-vocab,de,plunger,Welches Bild zeigt plunger?
synthetic_vocab__plunger,synthetic-vocab,es,plunger,Que imagen muestra plunger?
synthetic_vocab__sidecar,synthetic-vocab,en,sidecar,Which picture shows sidecar?
synthetic_vocab__sidecar,synthetic-vocab,de,sidecar,Welches Bild zeigt sidecar?
synthetic_vocab__sidecar,synthetic-vocab,es,sidecar,Que imagen muestra sidecar?
synthetic_vocab__ladle,synthetic-vocab,en,ladle,Which picture shows ladle?
synthetic_vocab__ladle,synthetic-vocab,de,ladle,Welches Bild zeigt ladle?
synthetic_vocab__ladle,synthetic-vocab,es,ladle,Que imagen muestra ladle?
synthetic_vocab__pulley,synthetic-vocab,en,pulley,Which picture shows pulley?
synthetic_vocab__pulley,synthetic-vocab,de,pulley,Welches Bild zeigt pulley?
synthetic_vocab__pulley,synthetic-vocab,es,pulley,Que imagen muestra pulley?
synthetic_vocab__squeegee,synthetic-vocab,en,squeegee,Which picture shows squeegee?
synthetic_vocab__squeegee,synthetic-vocab,de,squeegee,Welches Bild zeigt squeegee?
synthetic_vocab__squeegee,synthetic-vocab,es,squeegee,Que imagen muestra squeegee?
synthetic_vocab__binder,synthetic-vocab,en,binder,Which picture shows binder?
synthetic_vocab__binder,synthetic-vocab,de,binder,Welches Bild zeigt binder?
synthetic_vocab__binder,synthetic-vocab,es,binder,Que imagen muestra binder?
synthetic_vocab__anvil,synthetic-vocab,en,anvil,Which picture shows anvil?
synthetic_vocab__anvil,synthetic-vocab,de,anvil,Welches Bild zeigt anvil?
synthetic_vocab__anvil,synthetic-vocab,es,anvil,Que imagen muestra anvil?
